VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
12546,JIM BEAM BRANDS COMPANY,1373,Jim Beam Honey,10.36,16.99,750.0,11752,121750.72,11221.0,170762.79,112909.52,8841.69,123880.97,49012.07000000001,28.701844236674752,0.9548162014976175,1.4025608226382562
6785,PALM BAY INTERNATIONAL INC,32368,Cavit Pinot Noir Delle Vene,6.45,9.99,1500.0,18876,121750.2,18356.0,196006.04,77646.24,4114.01,13605.41,74255.84000000001,37.8844651930114,0.9724517906336089,1.6099032280850463
17035,PERNOD RICARD USA,2587,Jameson Irish Whiskey,12.67,18.99,375.0,9607,121720.69,9294.0,171430.56,117621.68999999999,3643.51,123780.22,49709.869999999995,28.997087800448178,0.9674195898823774,1.408392936320029
480,BACARDI USA INC,743,Angels Envy Whiskey,36.5,45.99,750.0,3333,121654.5,3216.0,160767.84,96280.74,2533.55,89286.27,39113.34,24.32908223435732,0.9648964896489649,1.3215116580151165
9815,WINE GROUP INC,6574,Franzia Tap Wh Znfdl Cal,9.99,14.99,5000.0,12171,121588.29000000001,12162.0,202573.38,125765.79,9121.5,27100.41,80985.09,39.97815013996409,0.9992605373428641,1.6660599470557567
10000,MAJESTIC FINE WINES,21208,Kendall Jackson Grand Rsv Ch,10.32,15.99,750.0,11760,121363.2,11318.0,184705.82,72220.76,1263.88,17587.59,63342.62000000001,34.29378673611909,0.9624149659863945,1.5219260863260033
9552,M S WALKER INC,2100,Canadian Regal,7.24,9.99,1750.0,16738,121183.12,16564.0,167333.36000000002,84919.99,30435.35,55551.82,46150.24000000002,27.57982030600474,0.9896044927709404,1.380830597528765
8004,SAZERAC CO INC,5382,Ice 101 Peppermint Schnapps,9.44,13.99,750.0,12837,121181.28,12847.0,162437.53,97827.8,10118.02,50293.62,41256.25,25.398225397788305,1.0007789982083042,1.3404506867727424
1392,CONSTELLATION BRANDS INC,16260,The Dreaming Tree Cab Svgn,7.58,11.99,750.0,15976,121098.08,15806.0,192234.14,84196.2,1763.15,79528.99,71136.06000000001,37.00490453984917,0.9893590385578368,1.5874251680951508
8004,SAZERAC CO INC,4939,Kapali Coffee,11.59,17.99,1750.0,10430,120883.70000000001,10477.0,172157.23,114952.22,19255.57,50293.62,51273.53,29.782966419708305,1.0045062320230105,1.4241558622047472
4692,KOBRAND CORPORATION,8072,Taittinger Brut La Francais,24.99,44.99,750.0,4832,120751.68,4465.0,173745.35,82064.12000000001,497.59000000000003,9139.38,52993.67000000001,30.500770236440864,0.9240480132450332,1.4388648671389086
4425,MARTIGNETTI COMPANIES,43872,Joseph Carr Cab Svgn Napa,12.66,18.99,750.0,9517,120485.22,9219.0,194304.61,85644.29999999999,1028.51,144929.24,73819.38999999998,37.99157930426869,0.9686876116423243,1.612684194791693
8112,MOET HENNESSY USA INC,2965,Ardbeg 10 Yr Single Malt Sc,34.64,46.99,750.0,3464,119992.96,3112.0,139529.88,106719.21,2453.62,48347.26,19536.92,14.001961443670702,0.8983833718244804,1.1628172186101584
2000,SOUTHERN WINE & SPIRITS NE,39384,F Coppola Diamond Pnt Nr,8.96,14.99,750.0,13381,119893.76,13775.0,203144.57,92416.81,1536.16,19016.59,83250.81000000001,40.9810658488189,1.0294447350721172,1.6943715002348747
660,SAZERAC NORTH AMERICA INC.,4829,Mr Boston Blackberry Brandy,9.59,11.99,1750.0,12498,119855.81999999999,12599.0,162256.01,85054.32,23152.329999999998,17932.33,42400.19000000002,26.131660700888688,1.0080812930068812,1.353759959257715
10754,PERFECTA WINES,42422,Firesteed Pnt Nr Ore,7.84,15.99,750.0,15280,119795.2,14007.0,188405.93,77452.45,1564.13,28720.52,68610.73,36.416438697019785,0.9166884816753926,1.5727335485895928
3252,E & J GALLO WINERY,31489,Barefoot Chard Cal,5.71,8.79,1500.0,20966,119715.86,19586.0,206665.66,84338.78,4390.64,61966.91,86949.8,42.072688805677736,0.9341791471906897,1.7263014273965036
4692,KOBRAND CORPORATION,6162,Jadot Pouilly Fuisse,14.19,21.99,750.0,8422,119508.18,8574.0,188476.25999999998,85628.07999999999,955.4200000000001,9139.38,68968.07999999999,36.592449362057586,1.0180479696034197,1.577099241240223
8892,TRINCHERO FAMILY ESTATES,21985,Menage a Trois Midnight,6.59,10.99,750.0,18120,119410.8,17874.0,196130.54,83082.14,1994.3,11595.97,76719.74,39.116671987952515,0.9864238410596027,1.6424857718062353
660,SAZERAC NORTH AMERICA INC.,1637,Fleischmanns Preferred,8.13,11.49,1750.0,14639,119015.07,14560.0,169830.4,79357.35,26754.17,17932.33,50815.32999999999,29.921221406768154,0.9946034565202542,1.4269655094938816
3252,E & J GALLO WINERY,5444,E & J Superior RSV VSOP,14.49,19.99,1750.0,8210,118962.9,8195.0,163818.05,93893.03,15061.98,61966.91,44855.149999999994,27.381079191212443,0.9981729598051157,1.3770515849899423
3960,DIAGEO NORTH AMERICA INC,3286,Ciroc Snap Frost Vodka,36.08,47.99,1750.0,3283,118450.64,3287.0,164221.13,82856.59,6041.22,257032.07,45770.490000000005,27.871255057129375,1.001218397806884,1.3864098159368325
3960,DIAGEO NORTH AMERICA INC,4089,Capt Morgan White,14.59,22.99,1750.0,8118,118441.62000000001,8722.0,193553.78,126808.34999999999,16030.05,257032.07,75112.15999999999,38.80686804463338,1.0744025622074402,1.6341703195211277
480,BACARDI USA INC,4221,Bacardi Gold Rum Traveler,12.94,17.99,1750.0,9143,118310.42,11823.0,213320.77,93253.85999999999,21724.91,89286.27,95010.34999999999,44.538724475821084,1.2931204199934376,1.8030598657328745
3089,SIDNEY FRANK IMPORTING CO,5401,Jagermeister Liqueur,4.64,5.99,200.0,25421,117953.44,24984.0,138351.16,73027.81,5246.64,8549.55,20397.72,14.743439809250605,0.9828094882184021,1.1729302680786589
11567,CAMPARI AMERICA,3837,Skyy Vodka,0.72,0.99,50.0,163375,117630.0,162879.0,161250.21,18428.85,8543.59,20964.81,43620.20999999999,27.051257793710775,0.996964039785769,1.3708255547054322
12546,JIM BEAM BRANDS COMPANY,676,Pinnacle Whipped Vodka,8.65,10.99,750.0,13529,117025.85,13497.0,149096.03,93977.82,10632.06,123880.97,32070.179999999993,21.509747777992473,0.9976347106216276,1.2740435553341418
3960,DIAGEO NORTH AMERICA INC,3495,Ketel One Citroen Vodka,23.52,38.99,1750.0,4960,116659.2,4624.0,165384.76,109247.79000000001,8499.07,257032.07,48725.56000000001,29.461940749558792,0.932258064516129,1.4176743883037086
9819,TREASURY WINE ESTATES,17176,Beringer Classic Chard,5.23,7.99,1500.0,22293,116592.39,23482.0,198440.18,68279.78,5269.95,14836.57,81847.79,41.24557335112274,1.053335127618535,1.7019994186584562
12546,JIM BEAM BRANDS COMPANY,4313,Sauza Blue Silver Tequila,19.42,26.99,1750.0,6000,116520.0,5675.0,154464.25,112776.62,10431.82,123880.97,37944.25,24.565069263599828,0.9458333333333333,1.3256458118777892
17035,PERNOD RICARD USA,32749,Brancott Svgn Bl Marlboro,5.26,10.49,750.0,22126,116382.76,21989.0,203016.11,57499.950000000004,2463.29,123780.22,86633.34999999999,42.67314056997743,0.9938081894603634,1.744383016866072
3960,DIAGEO NORTH AMERICA INC,3396,Smirnoff Vanilla Vodka,13.73,22.99,1750.0,8468,116265.64,8584.0,175850.15999999997,119601.93,15777.01,257032.07,59584.519999999975,33.88368824913209,1.0136986301369864,1.512486062090227
17035,PERNOD RICARD USA,2586,Jameson Irish Whiskey,2.21,2.99,50.0,52589,116221.69,51307.0,153407.93,41719.47,2673.59,123780.22,37186.23999999999,24.240102842141205,0.9756222784232444,1.3199595531608599
3924,HEAVEN HILL DISTILLERIES,4563,Christian Bros Brandy,12.14,16.99,1750.0,9567,116143.38,9628.0,173593.72,112257.95999999999,17695.67,14069.87,57450.34,33.09471102986905,1.0063760844569876,1.4946501470854388
8352,LUXCO INC,1174,Rebel Yell,15.87,19.99,1750.0,7292,115724.04,7131.0,147438.69,100689.34999999999,13107.27,10261.6,31714.65000000001,21.51039866130119,0.977921009325288,1.2740541204748816
3960,DIAGEO NORTH AMERICA INC,2468,Crown Royal Nrth Harvest Rye,22.39,29.99,750.0,5168,115711.52,3971.0,113966.29,83504.90999999999,3130.07,257032.07,-1745.2300000000105,-1.531356333526353,0.7683823529411765,0.9849174049394562
9552,M S WALKER INC,34904,Smoking Loon Chard,4.68,6.79,750.0,24663,115422.84,23344.0,176844.86000000002,57211.31,2612.89,55551.82,61422.02000000002,34.73214884503854,0.9465190771601184,1.5321478833825266
3960,DIAGEO NORTH AMERICA INC,2755,Johnnie Walker Red Label,19.68,24.99,750.0,5856,115246.08,5755.0,143817.44999999998,105082.95,4536.79,257032.07,28571.36999999998,19.86641398522918,0.9827527322404371,1.2479161981040916
3960,DIAGEO NORTH AMERICA INC,2494,Crown Royal Regal Apple,31.0,39.99,1750.0,3703,114793.0,3851.0,180958.49000000002,139137.39,7079.63,257032.07,66165.49000000002,36.563904793856324,1.03996759384283,1.5763895882153094
9552,M S WALKER INC,41072,Angeline Pnt Nr Rsv,8.16,13.99,750.0,14058,114713.28,14310.0,190470.9,78285.07,1597.71,55551.82,75757.62,39.7738552188287,1.0179257362355953,1.660408454888571
9165,ULTRA BEVERAGE COMPANY LLP,3654,Patron Reposado Tequila,39.39,53.99,750.0,2904,114388.56,2753.0,147999.47,112866.02,2171.1,68054.7,33610.91,22.710155651233077,0.9480027548209367,1.2938310439435552
8004,SAZERAC CO INC,3237,Firefly Sweet Tea Vodka,18.17,25.99,1750.0,6292,114325.64,5976.0,151349.24,93910.04,10983.01,50293.62,37023.59999999999,24.462362678530788,0.9497774952320407,1.3238433653203252
12546,JIM BEAM BRANDS COMPANY,3502,Pinnacle Vodka,8.14,10.99,750.0,14035,114244.90000000001,13867.0,157942.33000000002,104819.33,10924.59,123880.97,43697.43000000001,27.666699611180867,0.9880299251870324,1.3824891089230242
9819,TREASURY WINE ESTATES,41253,Ch St Jean Cab Svgn Cal,6.09,9.99,750.0,18750,114187.5,19284.0,194248.56,66711.77,2157.41,14836.57,80061.06,41.21578044130674,1.02848,1.701136814449918
3960,DIAGEO NORTH AMERICA INC,3871,Smirnoff Watermelon Vodka,8.2,10.99,750.0,13903,114004.6,13637.0,163212.63,98559.09,10741.64,257032.07,49208.03,30.149645894438436,0.9808674386822988,1.431631969236329
9552,M S WALKER INC,3038,Zhenka Raspberry Vodka,7.13,9.99,1750.0,15984,113965.92,15887.0,161886.13,80559.28,29192.21,55551.82,47920.21000000001,29.601183251462004,0.9939314314314315,1.420478420215447
3960,DIAGEO NORTH AMERICA INC,3316,Ciroc Peach Vodka,8.88,11.99,375.0,12815,113797.2,12459.0,152526.41,46352.91,4896.9,257032.07,38729.21000000001,25.391805917414565,0.9722200546234882,1.3403353509576685
1392,CONSTELLATION BRANDS INC,41751,Clos du Bois Pnt Grigio Cal,6.2,8.99,750.0,18344,113732.8,16563.0,157241.37,58262.380000000005,1851.01,79528.99,43508.56999999999,27.669925541859623,0.9029110335804623,1.3825507681161457
7245,PROXIMO SPIRITS INC.,77,Three Olives Espresso Vodka,10.39,12.99,750.0,10932,113583.48000000001,10429.0,143416.71,85655.8,8214.33,38994.78,29833.22999999998,20.80178104768962,0.9539882912550312,1.2626546571737367
7245,PROXIMO SPIRITS INC.,3766,Three Olives Grape Vodka,9.35,12.99,750.0,12125,113368.75,12201.0,161089.99,90124.93000000001,9609.1,38994.78,47721.23999999999,29.623963599476287,1.0062680412371134,1.42093822151166
3960,DIAGEO NORTH AMERICA INC,3923,Don Julio 1942 Anejo Tequila,106.34,133.99,750.0,1066,113358.44,1021.0,136151.79,118659.1,805.63,257032.07,22793.350000000006,16.741131350531642,0.9577861163227017,1.201073250478747
3960,DIAGEO NORTH AMERICA INC,4385,Parrot Bay 90 Coconut Capt,16.54,22.99,1750.0,6853,113348.62,6837.0,167640.63,112987.01,12566.58,257032.07,54292.01000000001,32.38594963524058,0.9976652560922223,1.4789825407667072
2561,EDRINGTON AMERICAS,2989,The Macallan 18 Yr Old,192.59,259.99,750.0,588,113242.92,502.0,130514.98000000001,107375.87000000001,396.08,9654.5,17272.060000000012,13.233775923652605,0.8537414965986394,1.1525222062447702
9815,WINE GROUP INC,27350,Almaden Cab Svgn Cal B/B,10.8,17.99,5000.0,10476,113140.8,10492.0,173797.08,111520.98999999999,7869.0,27100.41,60656.279999999984,34.9006323926731,1.0015273004963727,1.5361132323618003
10754,PERFECTA WINES,18743,Ca'Momi Merlot Napa Valley,6.8,9.99,750.0,16616,112988.8,14701.0,154967.99,47540.43,1646.31,28720.52,41979.18999999999,27.088942690680824,0.8847496389022629,1.371534081254071
9552,M S WALKER INC,31909,Catena Lunlunta Malbec Argn,12.9,19.99,750.0,8758,112978.20000000001,9809.0,187011.91,93670.12,1092.18,55551.82,74033.70999999999,39.587697917207514,1.1200045672527974,1.6552919943847573
480,BACARDI USA INC,3830,Grey Goose L'Orange Vodka,18.45,23.99,750.0,6120,112914.0,6400.0,157610.0,101188.04,5042.76,89286.27,44696.0,28.358606687392935,1.0457516339869282,1.3958410825938325
12546,JIM BEAM BRANDS COMPANY,4682,Courvoisier VSOP Cognac,26.92,34.99,750.0,4193,112875.56000000001,3833.0,137866.67,96514.22,3021.34,123880.97,24991.11,18.127013584936808,0.9141426186501311,1.2214040842853846
660,SAZERAC NORTH AMERICA INC.,4916,Mr Boston Coffee Brandy,7.87,11.99,1750.0,14338,112840.06,14187.0,165412.13,89945.55,26069.17,17932.33,52572.07000000001,31.78247568663798,0.9894685451248431,1.4658989901281514
9815,WINE GROUP INC,24875,Glen Ellen Merlot RSV,4.57,6.99,1500.0,24687,112819.59000000001,23589.0,164887.11000000002,70571.04000000001,5286.97,27100.41,52067.520000000004,31.57767760014715,0.955523149835946,1.4615113385893355
17035,PERNOD RICARD USA,5750,Malibu Rum Traveler,8.69,11.99,750.0,12969,112700.61,12684.0,162655.16,89114.87,9989.81,123780.22,49954.55,30.711936836187675,0.9780245200092529,1.4432500409713842
9819,TREASURY WINE ESTATES,35914,Stone Cellars Chard,5.51,8.99,1500.0,20444,112646.44,20468.0,185085.32,64575.82,4593.32,14836.57,72438.88,39.13810128215463,1.0011739385638818,1.6430640861797319
1128,BROWN-FORMAN CORP,1595,Gentleman Jack,10.93,15.99,375.0,10266,112207.38,10189.0,151074.11000000002,100860.45,3996.9100000000003,68601.68,38866.73000000001,25.726929650619823,0.9924995129553867,1.3463830097449918
6213,MHW LTD,2482,Clase Azul Reposado Tequila,78.73,99.99,750.0,1424,112111.52,1054.0,95499.45999999999,79331.25,831.32,9621.58,-16612.060000000012,-17.394925583872425,0.7401685393258427,0.8518255751059302
4425,MARTIGNETTI COMPANIES,17345,Bogle Essential Red,6.01,8.95,750.0,18650,112086.5,18136.0,186549.84,73220.31,2025.72,144929.24,74463.34,39.916056749231196,0.9724396782841823,1.664338167397501
8112,MOET HENNESSY USA INC,2619,Glenmorangie Original 10 Yr,51.58,64.99,1750.0,2162,111515.95999999999,2221.0,148432.78999999998,116162.65,4083.42,48347.26,36916.82999999999,24.87107464597276,1.0272895467160037,1.3310452602479501
4425,MARTIGNETTI COMPANIES,21609,Josh Cellars Legacy Red,9.58,14.99,750.0,11626,111377.08,10977.0,156988.39,60905.32,1226.81,144929.24,45611.31000000001,29.05393831989742,0.9441768450025805,1.4095215101706744
3960,DIAGEO NORTH AMERICA INC,3054,Smirnoff Kissed Caramel,8.14,12.99,750.0,13670,111273.8,13722.0,161026.78,83612.14,10806.7,257032.07,49752.979999999996,30.89733272937582,1.0038039502560352,1.4471221437571107
9165,ULTRA BEVERAGE COMPANY LLP,984,Patron XO Cafe Liqueur,20.63,25.99,750.0,5380,110989.4,5482.0,143414.18,99821.86,4320.84,68054.7,32424.78,22.609186901880975,1.0189591078066915,1.2921430334788728
12546,JIM BEAM BRANDS COMPANY,1394,Makers Mark,12.68,16.49,375.0,8682,110087.76,8381.0,142141.19,104122.09999999999,3284.7400000000002,123880.97,32053.430000000008,22.550416244580482,0.9653305689933195,1.2911625234267643
3252,E & J GALLO WINERY,16289,Barefoot Bubbly Pink Moscato,5.19,7.99,750.0,21197,110012.43000000001,21288.0,169534.88,64542.99,2379.01,61966.91,59522.45,35.109264830930364,1.0042930603387272,1.5410520429373298
8673,STE MICHELLE WINE ESTATES,14129,14 Hands Hot to Trot Red,6.01,8.95,750.0,18304,110007.04000000001,18972.0,168780.04,62372.15,2120.83,15919.7,58773.0,34.82224556884807,1.0364947552447552,1.5342658069883528
3252,E & J GALLO WINERY,44511,MacMurray Ranch C Cst Pnt Nr,9.49,15.49,750.0,11590,109989.09999999999,12155.0,186135.73,78515.81999999999,1356.17,61966.91,76146.63000000002,40.90919567135231,1.048748921484038,1.6923106926049947
8673,STE MICHELLE WINE ESTATES,32108,Erath Pnt Nr Oregon,10.31,14.99,750.0,10667,109976.77,10493.0,164008.15,76002.46,1169.56,15919.7,54031.37999999999,32.94432624232393,0.9836880097496953,1.4912981168659525
3960,DIAGEO NORTH AMERICA INC,3821,Smirnoff Vanilla Vodka,8.2,10.99,750.0,13363,109576.6,13161.0,159783.39,100968.86,10367.75,257032.07,50206.79000000001,31.421782952533427,0.9848836339145401,1.4581889746533476
4425,MARTIGNETTI COMPANIES,10609,Oyster Bay Chard Marlboro,7.84,11.99,750.0,13963,109469.92,12925.0,127787.99,37366.67,1447.71,144929.24,18318.070000000007,14.334735212597058,0.9256606746401204,1.1673342777632432
3960,DIAGEO NORTH AMERICA INC,388,Smirnoff 80 Proof,11.41,14.49,1000.0,9591,109433.31,9362.0,135655.38,59916.15,9830.1,257032.07,26222.070000000007,19.329915260272028,0.9761234490668335,1.2396168954407027
2561,EDRINGTON AMERICAS,2954,Highland Park 12 Yr Single,35.87,49.99,750.0,3035,108865.45,2751.0,138993.49,108444.56,2169.21,9654.5,30128.039999999994,21.675864099822224,0.9064250411861614,1.2767456525463312
1392,CONSTELLATION BRANDS INC,6976,Ruffino Chianti Clsc RSV Tan,12.74,18.99,750.0,8540,108799.59999999999,8491.0,167311.09,79659.70999999999,945.95,79528.99,58511.490000000005,34.971674621210106,0.9942622950819672,1.5377914073213506
3960,DIAGEO NORTH AMERICA INC,4135,Smirnoff Blueberry Vodka,0.78,0.99,50.0,139240,108607.2,138962.0,137572.38,18979.29,7284.71,257032.07,28965.180000000008,21.054502364500784,0.9980034472852628,1.2666966830928337
3252,E & J GALLO WINERY,4502,E & J XO Brandy,16.17,21.99,1750.0,6695,108258.15,6639.0,145991.61,102561.35999999999,12203.62,61966.91,37733.45999999999,25.846320894741826,0.9916355489171023,1.348550755762961
7239,REMY COINTREAU USA INC,4528,Remy Martin XO Cognac,106.86,139.99,750.0,1013,108249.18,851.0,129066.49,100698.38,671.03,16978.67,20817.310000000012,16.129136230480903,0.8400789733464955,1.192309170378935
9552,M S WALKER INC,4153,Jenkins Rum,9.59,11.99,1750.0,11283,108203.97,11208.0,138811.92,77310.88,20596.43,55551.82,30607.95000000001,22.049943549516506,0.9933528316936985,1.2828727079052646
12546,JIM BEAM BRANDS COMPANY,4291,Ronrico Gold,10.39,12.99,1750.0,10407,108128.73000000001,10279.0,133524.21,80070.36,18890.28,123880.97,25395.47999999998,19.019382327744147,0.9877005861439416,1.2348633892213474
8112,MOET HENNESSY USA INC,2606,Glenmorangie Original 18Yr,79.36,115.99,750.0,1362,108088.32,1230.0,126639.7,105763.75,970.37,48347.26,18551.37999999999,14.64894499908006,0.9030837004405287,1.1716316804627918
9552,M S WALKER INC,4488,Zhenka Tropical Dark Rum,8.02,13.49,1750.0,13439,107780.78,13203.0,157493.97,33235.79,24259.48,55551.82,49713.19,31.565138652610003,0.98243916958107,1.4612435538135835
1587,VINEYARD BRANDS INC,19224,Miraval Cotes de Prvnce Rose,12.74,18.99,750.0,8457,107742.18,8246.0,165657.54,54952.74,922.5400000000001,6070.09,57915.360000000015,34.96089583365781,0.9750502542272673,1.537536552536806
3960,DIAGEO NORTH AMERICA INC,2780,Bulleit 10 Yr Old Bourbon,28.46,40.99,750.0,3780,107578.8,3335.0,134604.65,96994.99,2628.88,257032.07,27025.84999999999,20.077946787128077,0.8822751322751323,1.2512191063666818
4692,KOBRAND CORPORATION,24188,St Francis Cab Svgn Sonoma,8.55,15.99,750.0,12531,107140.05,12604.0,197484.76,91165.12,1405.3,9139.38,90344.71,45.7476870620295,1.0058255526294788,1.8432393862052519
7153,PINE STATE TRADING CO,435,Il Tramonto Limoncello,12.79,17.99,750.0,8351,106809.29,7807.0,132009.93,83425.01,6150.78,15884.82,25200.64,19.089957853928112,0.9348581008262483,1.2359405253981184
3960,DIAGEO NORTH AMERICA INC,1848,Oban Little Bay Single Malt,47.01,62.99,750.0,2259,106195.59,2242.0,135382.58000000002,99086.61,1767.26,257032.07,29186.99000000002,21.558896277497457,0.9924745462594068,1.2748418272359523
3960,DIAGEO NORTH AMERICA INC,7143,Smirnoff Watermelon Vodka,18.25,22.99,1750.0,5814,106105.5,5078.0,100067.21999999999,67062.95,9332.92,257032.07,-6038.280000000013,-6.034223794765173,0.8734090127278982,0.9430917341702361
1392,CONSTELLATION BRANDS INC,3356,Svedka Vodka,4.47,5.99,375.0,23734,106090.98,23544.0,146876.56,83847.21,9246.61,79528.99,40785.58,27.768610593821098,0.9919946068930648,1.3844396573582411
1392,CONSTELLATION BRANDS INC,25269,R Mondavi Cab Svgn Pvt Sel,4.62,7.99,750.0,22961,106079.81999999999,22456.0,188333.86000000002,60354.560000000005,2512.81,79528.99,82254.04000000002,43.674589370174864,0.9780061843996342,1.7753976203956607
9552,M S WALKER INC,44494,Smoking Loon Pnt Grigio Cal,4.5,6.79,750.0,23567,106051.5,21783.0,169510.57,60738.47,2436.3,55551.82,63459.07000000001,37.43664480627963,0.9243009292654983,1.5983797494613468
1392,CONSTELLATION BRANDS INC,12212,Black Box Svgn Bl,10.52,16.99,3000.0,10080,106041.59999999999,9296.0,165918.04,93047.04,4183.2,79528.99,59876.44000000002,36.08796246628758,0.9222222222222223,1.564650476794013
1392,CONSTELLATION BRANDS INC,40193,Mark West Chard Sonoma Cnty,4.83,9.99,750.0,21905,105801.15,19277.0,175833.73,57374.950000000004,2156.92,79528.99,70032.58000000002,39.82886559933638,0.8800273910066195,1.661926453540439
4425,MARTIGNETTI COMPANIES,26383,Buehler Chard RRV,7.89,15.99,750.0,13406,105773.34,12974.0,161330.26,51443.76,1451.8300000000002,144929.24,55556.92000000001,34.43676344413008,0.9677756228554378,1.525245019208054
9165,ULTRA BEVERAGE COMPANY LLP,27556,Querceto Chianti Clsc RSV,8.9,12.99,750.0,11867,105616.3,10885.0,143436.15,39279.51,1219.3700000000001,68054.7,37819.84999999999,26.36702811669164,0.9172495154630488,1.3580872460027476
8004,SAZERAC CO INC,5170,Dr McGillicuddy's Apple Pie,9.99,13.99,750.0,10552,105414.48,10564.0,148198.36000000002,92465.17,8322.53,50293.62,42783.88000000002,28.869334316520114,1.0011372251705837,1.4058634070006324
4425,MARTIGNETTI COMPANIES,19948,Josh Cellars Pnt Nr,10.06,15.99,750.0,10476,105388.56,10040.0,165773.68,67719.26999999999,1121.0900000000001,144929.24,60385.119999999995,36.4262408845602,0.9583810614738449,1.5729760421814283
8112,MOET HENNESSY USA INC,44717,Dom Chandon Rose Spklg,9.08,13.99,750.0,11602,105346.16,11086.0,165981.13999999998,65493.2,1238.3700000000001,48347.26,60634.97999999998,36.53124686334844,0.9555249094983623,1.5755784548767604
12546,JIM BEAM BRANDS COMPANY,8236,Jim Beam,1.07,1.49,50.0,98086,104952.02,98300.0,146467.0,26277.64,5147.99,123880.97,41514.979999999996,28.344255019902093,1.0021817588646698,1.3955615146807083
1128,BROWN-FORMAN CORP,1244,Jack Daniels Winter Jack,12.79,17.99,750.0,8197,104839.63,7783.0,124092.17,41547.92,6127.84,68601.68,19252.539999999994,15.514709751630578,0.9494937172136148,1.18363800024857
3924,HEAVEN HILL DISTILLERIES,8840,Burnetts Gin,7.96,10.99,1750.0,13167,104809.31999999999,13255.0,166549.45,80522.77,24356.82,14069.87,61740.13000000002,37.07014943609842,1.0066833751044277,1.5890709910149214
8004,SAZERAC CO INC,1281,Benchmark Old #8 Bourbon,11.19,14.99,1750.0,9359,104727.21,8444.0,139130.56,89673.8,15519.48,50293.62,34403.34999999999,24.727385557852994,0.9022331445667272,1.3285044068298963
9165,ULTRA BEVERAGE COMPANY LLP,4979,Patron Silver Tequila,57.14,79.99,1000.0,1831,104623.34,1395.0,106496.04999999999,78754.7,1464.75,68054.7,1872.7099999999919,1.7584783660990169,0.7618787547788094,1.0178995432567914
1128,BROWN-FORMAN CORP,2518,Woodford Reserve Double Oak,36.49,49.99,750.0,2867,104616.83,2801.0,147315.99,118517.49,2208.9,68601.68,42699.15999999999,28.984742253709182,0.9769794209975584,1.4081480962479935
12546,JIM BEAM BRANDS COMPANY,4806,Leroux Blackberry Brandy,11.71,14.99,1750.0,8933,104605.43000000001,8935.0,135805.65,68384.96,16419.02,123880.97,31200.219999999987,22.97416933684275,1.0002238889510802,1.2982657783635132
2000,SOUTHERN WINE & SPIRITS NE,6649,Wente Morning Fog Chard,7.87,11.99,750.0,13289,104584.43,12819.0,161133.81,68701.43000000001,1430.29,19016.59,56549.380000000005,35.094670696361,0.9646324027391076,1.5407055333188697
4425,MARTIGNETTI COMPANIES,43362,Silver Oak Cab Svgn Napa,68.93,109.99,750.0,1517,104566.81,1759.0,188877.73,95499.42,195.77,144929.24,84310.92000000001,44.637829986626805,1.1595253790375741,1.806287578247821
8673,STE MICHELLE WINE ESTATES,6451,Columbia Crest G E Cab Svgn,6.03,8.99,750.0,17332,104511.96,19856.0,183749.32,61184.840000000004,2220.9,15919.7,79237.36,43.122532371820476,1.1456265866605124,1.7581654769463706
12546,JIM BEAM BRANDS COMPANY,1415,Old Grand Dad,10.39,14.99,750.0,10058,104502.62000000001,9981.0,138847.19,78608.48,7861.87,123880.97,34344.56999999999,24.735516793677995,0.992344402465699,1.32864793246332
9165,ULTRA BEVERAGE COMPANY LLP,41212,A to Z Pnt Gris Ore,10.52,15.99,750.0,9928,104442.56,9141.0,121242.67,54568.659999999996,1019.75,68054.7,16800.11,13.85659850612,0.9207292506043513,1.1608550192565177
17035,PERNOD RICARD USA,4896,Hiram Walker Coffee Brandy,14.05,17.99,1750.0,7432,104419.59999999999,7418.0,135315.81999999998,76885.93,13632.76,123780.22,30896.219999999987,22.83267396229058,0.9981162540365985,1.295885255258591
3252,E & J GALLO WINERY,39479,Barefoot Premium X-Dry,5.29,9.99,750.0,19737,104408.73,18801.0,150188.07,51681.21,2103.11,61966.91,45779.34000000001,30.481342492782552,0.9525763793889649,1.4384627607289162
8004,SAZERAC CO INC,3227,Taaka Gin,6.86,8.99,1750.0,15217,104388.62,15134.0,137494.66,64501.07,27808.12,50293.62,33106.04000000001,24.078055104103687,0.9945455740290464,1.3171422325537019
1485,CASTLE BRANDS CORP.,1271,Jeffersons Reserve Bourbon,37.59,49.99,750.0,2774,104274.66,2654.0,133278.46,110672.97,2093.42,8497.59,29003.79999999999,21.761806071288632,0.9567411679884643,1.278148113837053
4425,MARTIGNETTI COMPANIES,41159,Phillips Earthquake Ld Znfdl,16.1,25.99,750.0,6472,104199.2,6270.0,152217.69999999998,76975.59,697.95,144929.24,48018.499999999985,31.54593716762242,0.9687886279357231,1.4608336724274273
1128,BROWN-FORMAN CORP,44712,Sonoma-Cutrer Chard Sonoma,13.79,21.99,750.0,7540,103976.59999999999,8566.0,192344.34,77656.7,956.48,68601.68,88367.74,45.942469635446514,1.1360742705570293,1.8498810309242657
